event_count=500
interval=0.05
skew_probability=0.5
capacity=2
sample_data=100

2025-05-13 21:23:22 [INFO] Uruchomienie algorytmu CSDJ z pami�ci� LRU
2025-05-13 21:23:22 [INFO] Join hit (disk): {'id': 18, 'value': 0.2042871750300025} -> {'id': '18', 'value': 0.2042871750300025, 'name': 'Rita', 'age': '24'}
2025-05-13 21:23:22 [INFO] Join hit (disk): {'id': 1, 'value': 0.4073252987624777} -> {'id': '1', 'value': 0.4073252987624777, 'name': 'Alice', 'age': '30'}
2025-05-13 21:23:22 [INFO] Join hit (disk): {'id': 15, 'value': 0.1632315836149869} -> {'id': '15', 'value': 0.1632315836149869, 'name': 'Olga', 'age': '36'}
2025-05-13 21:23:22 [INFO] Join hit (disk): {'id': 17, 'value': 0.0841156216163449} -> {'id': '17', 'value': 0.0841156216163449, 'name': 'Quinn', 'age': '41'}
2025-05-13 21:23:22 [INFO] Join hit (disk): {'id': 10, 'value': 0.26772974558689155} -> {'id': '10', 'value': 0.26772974558689155, 'name': 'Judy', 'age': '45'}
2025-05-13 21:23:22 [INFO] Join hit (disk): {'id': 2, 'value': 0.5319813579014049} -> {'id': '2', 'value': 0.5319813579014049, 'name': 'Bob', 'age': '25'}
2025-05-13 21:23:22 [INFO] Join hit (cache): {'id': 10, 'value': 0.41763474840808557} -> {'id': '10', 'value': 0.41763474840808557, 'name': 'Judy', 'age': '45'}
2025-05-13 21:23:22 [INFO] Join hit (disk): {'id': 6, 'value': 0.5180285690303836} -> {'id': '6', 'value': 0.5180285690303836, 'name': 'Frank', 'age': '50'}
2025-05-13 21:23:22 [INFO] Join hit (disk): {'id': 17, 'value': 0.8033635858310619} -> {'id': '17', 'value': 0.8033635858310619, 'name': 'Quinn', 'age': '41'}
2025-05-13 21:23:22 [INFO] Join hit (disk): {'id': 19, 'value': 0.2741221156019267} -> {'id': '19', 'value': 0.2741221156019267, 'name': 'Sam', 'age': '26'}
2025-05-13 21:23:22 [INFO] Join hit (disk): {'id': 12, 'value': 0.4645945867888118} -> {'id': '12', 'value': 0.4645945867888118, 'name': 'Luke', 'age': '38'}
2025-05-13 21:23:22 [INFO] Join hit (disk): {'id': 20, 'value': 0.40035728513341884} -> {'id': '20', 'value': 0.40035728513341884, 'name': 'Tina', 'age': '39'}
2025-05-13 21:23:22 [INFO] Join hit (cache): {'id': 20, 'value': 0.302226986198985} -> {'id': '20', 'value': 0.302226986198985, 'name': 'Tina', 'age': '39'}
2025-05-13 21:23:23 [INFO] Join hit (disk): {'id': 5, 'value': 0.44990555903231333} -> {'id': '5', 'value': 0.44990555903231333, 'name': 'Eve', 'age': '28'}
2025-05-13 21:23:23 [INFO] Join hit (disk): {'id': 1, 'value': 0.4452320063548041} -> {'id': '1', 'value': 0.4452320063548041, 'name': 'Alice', 'age': '30'}
2025-05-13 21:23:23 [INFO] Join hit (disk): {'id': 6, 'value': 0.5594311664611423} -> {'id': '6', 'value': 0.5594311664611423, 'name': 'Frank', 'age': '50'}
2025-05-13 21:23:23 [INFO] Join hit (disk): {'id': 15, 'value': 0.7440289821607141} -> {'id': '15', 'value': 0.7440289821607141, 'name': 'Olga', 'age': '36'}
2025-05-13 21:23:23 [INFO] Join hit (disk): {'id': 3, 'value': 0.09676725091963834} -> {'id': '3', 'value': 0.09676725091963834, 'name': 'Charlie', 'age': '40'}
2025-05-13 21:23:23 [INFO] Join hit (cache): {'id': 15, 'value': 0.4003936208593821} -> {'id': '15', 'value': 0.4003936208593821, 'name': 'Olga', 'age': '36'}
2025-05-13 21:23:23 [INFO] Join hit (disk): {'id': 20, 'value': 0.7454992785320703} -> {'id': '20', 'value': 0.7454992785320703, 'name': 'Tina', 'age': '39'}
2025-05-13 21:23:23 [INFO] Join hit (disk): {'id': 13, 'value': 0.01218794961487657} -> {'id': '13', 'value': 0.01218794961487657, 'name': 'Mia', 'age': '27'}
2025-05-13 21:23:23 [INFO] Join hit (disk): {'id': 16, 'value': 0.5855113964110256} -> {'id': '16', 'value': 0.5855113964110256, 'name': 'Paul', 'age': '32'}
2025-05-13 21:23:23 [INFO] Join hit (disk): {'id': 8, 'value': 0.28737115764709287} -> {'id': '8', 'value': 0.28737115764709287, 'name': 'Heidi', 'age': '31'}
2025-05-13 21:23:23 [INFO] Join hit (disk): {'id': 3, 'value': 0.6095072354091077} -> {'id': '3', 'value': 0.6095072354091077, 'name': 'Charlie', 'age': '40'}
2025-05-13 21:23:23 [INFO] Join hit (disk): {'id': 15, 'value': 0.9082244664385969} -> {'id': '15', 'value': 0.9082244664385969, 'name': 'Olga', 'age': '36'}
2025-05-13 21:23:23 [INFO] Join hit (disk): {'id': 10, 'value': 0.2695152869323899} -> {'id': '10', 'value': 0.2695152869323899, 'name': 'Judy', 'age': '45'}
2025-05-13 21:23:23 [INFO] Join hit (disk): {'id': 20, 'value': 0.6774370965968193} -> {'id': '20', 'value': 0.6774370965968193, 'name': 'Tina', 'age': '39'}
2025-05-13 21:23:23 [INFO] Join hit (cache): {'id': 10, 'value': 0.6418870868606253} -> {'id': '10', 'value': 0.6418870868606253, 'name': 'Judy', 'age': '45'}
2025-05-13 21:23:23 [INFO] Join hit (cache): {'id': 20, 'value': 0.5465958258245289} -> {'id': '20', 'value': 0.5465958258245289, 'name': 'Tina', 'age': '39'}
2025-05-13 21:23:23 [INFO] Join hit (disk): {'id': 14, 'value': 0.6727671472340307} -> {'id': '14', 'value': 0.6727671472340307, 'name': 'Nick', 'age': '44'}
2025-05-13 21:23:23 [INFO] Join hit (disk): {'id': 12, 'value': 0.10342223871653211} -> {'id': '12', 'value': 0.10342223871653211, 'name': 'Luke', 'age': '38'}
2025-05-13 21:23:23 [INFO] Join hit (disk): {'id': 18, 'value': 0.7438540554192115} -> {'id': '18', 'value': 0.7438540554192115, 'name': 'Rita', 'age': '24'}
2025-05-13 21:23:23 [INFO] Join hit (cache): {'id': 12, 'value': 0.1330429472145932} -> {'id': '12', 'value': 0.1330429472145932, 'name': 'Luke', 'age': '38'}
2025-05-13 21:23:24 [INFO] Join hit (disk): {'id': 20, 'value': 0.5369807076176765} -> {'id': '20', 'value': 0.5369807076176765, 'name': 'Tina', 'age': '39'}
